method_id,method_name,object_id,object_type,time_s,x_m,y_m,z_m,heading_deg,pitch_deg,roll_deg,speed_mps,r_m,q_deg,qdot_deg_s,a_n_m_s2,n_g
three_point,三点法,station_three_point,station,0,0,0,0,0,0,0,0,0,0,0,0,0
three_point,三点法,missile_three_point,missile,0,0,0,0,59.9999997121591,30.0000002878409,0,1000,10000,30,1.43239448782704,24.9999999999998,2.5492905324448
three_point,三点法,missile_three_point,missile,2.00950914520766e-07,0.000174028596383933,0,0.000100475458134663,59.999998272954,30.000001727046,0,1000,9999.99971203479,30.000000287841,1.4323945415389,25.0000004350712,2.54929057680974
three_point,三点法,missile_three_point,missile,1.2057054871246e-06,0.00104417156316062,0,0.000602852775036386,59.9999907890861,30.0000092109139,0,1000,9999.99827220873,30.000001727046,1.43239481009825,25.0000026104289,2.54929079863449
three_point,三点法,missile_three_point,missile,6.22947835014376e-06,0.00539488601846944,0,0.00311474001525527,59.9999533696975,30.0000466303025,0,1000,9999.99107307852,30.0000089230729,1.43239615289621,25.0000134872209,2.5492919077586
three_point,三点法,missile_three_point,missile,3.13483426652396e-05,0.0271484488306269,0,0.0156741926091238,59.9997662715316,30.0002337284684,0,1000,9999.95507742985,30.0000449032542,1.43240286691637,25.0000678712754,2.54929745338881
three_point,三点法,missile_three_point,missile,0.000156942664240719,0.135916026279088,0,0.0784718653999679,59.998830750129,30.001169249871,0,1000,9999.77509924565,30.0002248053349,1.43243643777611,25.0003397939141,2.54932518178115
three_point,三点法,missile_three_point,missile,0.000784914272118113,0.679747997880815,0,0.392470475160421,59.9941523786696,30.0058476213304,0,1000,9998.87520980356,30.0011243450906,1.43260431105025,25.0016994662623,2.54946382977493
three_point,三点法,missile_three_point,missile,0.00392477231150509,3.39875992331084,0,1.96271970270716,59.9789171765547,30.0210828234453,0,1000,9994.37579957705,30.0056227777847,1.43344415206989,25.0084993071213,2.55015722057189
three_point,三点法,missile_three_point,missile,0.0139247723115051,12.0567803849205,0,6.96658616756993,59.9600661447134,30.0399338552865,0,1000,9980.04623098924,30.0199578000582,1.43612420807556,25.0301722684395,2.55236724757583
