time_s,x_M_m,y_M_m,sigma_rad,sigma_deg,lambda_m,x_T_m,y_T_m,r_m,q_rad,q_deg,qdot_rad_s,qdot_deg_s,a_n_m_s2,n_g
0,0,0,0.523598775598299,30,0,8660.25403784439,5000,10000,0.523598775598299,30,0.0249999999999998,1.43239448782704,24.9999999999998,2.5492905324448
2.32038129184932e-07,0.000200950914184256,0.000116019065175319,0.523598781399252,30.0000003323701,0,8660.25392182532,5000,9999.99966748641,0.523598781399252,30.0000003323701,0.0250000010824724,1.43239454984816,25.0000010824724,2.54929064282629
1.39222877510959e-06,0.00120570547501022,0.000696114408537521,0.523598810404023,30.0000019942211,0,8660.25334173,5000,9999.99800491849,0.523598810404023,30.0000019942211,0.0250000064948369,1.4323948599538,25.0000064948369,2.54929119473387
7.19318200473289e-06,0.00622947802675691,0.00359659156248882,0.52359895542797,30.0000103034812,0,8660.25044125338,5000,9999.98969207898,0.52359895542797,30.0000103034812,0.0250000335566897,1.43239641048375,25.0000335566897,2.54929395427487
3.61979481528494e-05,0.0313483344758953,0.0180989882607752,0.523599680550059,30.0000518499165,0,8660.23593887031,5000,9999.94812788461,0.523599680550059,30.0000518499165,0.0250001688667146,1.4324041631771,25.0001688667146,2.54930775205749
0.000181221778893432,0.156942458979536,0.0906112449682734,0.523603306219376,30.0002595854663,0,8660.16342695494,5000,9999.74030699162,0.523603306219376,30.0002595854663,0.0250008454358669,1.43244292773408,25.0008454358669,2.54937674291087
0.000906340932596344,0.784909137674697,0.45317935925991,0.523621436037868,30.0012983475492,0,8659.80086737809,5000,9998.70120449857,0.523621436037868,30.0012983475492,0.0250042287573801,1.43263677777752,25.0042287573801,2.54972174569094
0.0045319367011109,3.92464390159082,2.26619074364741,0.523712121945817,30.006494267336,0,8657.98806949383,5000,9993.50574134809,0.523712121945817,30.006494267336,0.0250211572669218,1.43360670992771,25.0211572669218,2.55144797325506
0.0145319367011109,12.5837050201374,7.26825631924563,0.523962567365781,30.0208437328983,0,8652.98806949383,5000,9979.17621078882,0.523962567365781,30.0208437328983,0.0250679519657321,1.43628784867312,25.067951965732,2.55621970456089
0.0245319367011109,21.2415119505148,12.2724923879837,0.524213481491088,30.0352200532986,0,8647.98806949383,5000,9964.84730732363,0.524213481491088,30.0352200532986,0.0251148984516695,1.43897768418031,25.1148984516695,2.56100691384616
0.0345319367011109,29.8980617983281,17.2789026993452,0.524464865843104,30.0496233157048,0,8642.98806949383,5000,9950.51903239972,0.524464865843104,30.0496233157048,0.0251619974245386,1.44167625654511,25.1619974245386,2.56580967247109
0.0445319367011109,38.5533516585617,22.2874910141043,0.524716721950214,30.0640536076868,0,8637.98806949383,5000,9936.19138746961,0.524716721950214,30.0640536076868,0.025209249588325,1.44438360610293,25.209249588325,2.57062805222221
0.0545319367011109,47.2073786155263,27.2982611043745,0.524969051347867,30.0785110172194,0,8632.98806949383,5000,9921.86437399113,0.524969051347867,30.0785110172194,0.0252566556512254,1.44709977343045,25.2566556512254,2.57546212531551
0.0645319367011109,55.8601397428052,32.3112167536564,0.52522185557861,30.092995632684,0,8627.98806949383,5000,9907.53799342749,0.52522185557861,30.092995632684,0.025304216325679,1.44982479934744,25.304216325679,2.58031196439957
0.0745319367011109,64.5116321032002,37.3263617568876,0.525475136192141,30.1075075428718,0,8622.98806949383,5000,9893.21224724729,0.525475136192141,30.1075075428718,0.0253519323283986,1.45255872491851,25.3519323283986,2.58517764255873
0.0845319367011109,73.161852748677,42.3436999204914,0.525728894745342,30.1220468369856,0,8617.98806949383,5000,9878.88713692455,0.525728894745342,30.1220468369856,0.0253998043804018,1.45530159145492,25.3998043804018,2.59005923331635
0.0945319367011109,81.8107987203108,47.3632350624261,0.52598313280233,30.1366136046426,0,8612.98806949383,5000,9864.56266393873,0.525983132802331,30.1366136046426,0.0254478332070432,1.45805344051644,25.4478332070432,2.594956810638
0.104531936701111,90.4584670482309,52.3849710122353,0.526237851934497,30.151207935877,0,8607.98806949383,5000,9850.23882977477,0.526237851934497,30.151207935877,0.0254960195380461,1.46081431391313,25.4960195380461,2.59987044893476
0.114531936701111,99.1048547515652,57.4089116110976,0.526493053720552,30.1658299211422,0,8602.98806949383,5000,9835.91563592311,0.526493053720553,30.1658299211422,0.025544364107535,1.46358425370722,25.544364107535,2.60480022306649
0.124531936701111,107.749958838385,62.4350607118766,0.526748739746571,30.1804796513135,0,8597.98806949383,5000,9821.5930838797,0.526748739746571,30.1804796513135,0.025592867654068,1.46636330221498,25.592867654068,2.60974620834515
0.134531936701111,116.393776305647,67.4634221791724,0.527004911606033,30.1951572176907,0,8592.98806949383,5000,9807.27117514606,0.527004911606034,30.1951572176907,0.02564153092067,1.46915150200859,25.64153092067,2.61470848053821
0.144531936701111,125.03630413914,72.4939998893713,0.527261570899875,30.2098627120007,0,8587.98806949383,5000,9792.94991122932,0.527261570899876,30.2098627120007,0.0256903546548654,1.47194889591806,25.6903546548654,2.61968711587193
0.154531936701111,133.677539313425,77.526797730698,0.527518719236529,30.2245962263997,0,8582.98806949383,5000,9778.62929364218,0.527518719236529,30.2245962263998,0.0257393396087123,1.47475552703312,25.7393396087123,2.62468219103488
0.164531936701111,142.317478791778,82.5618196032664,0.52777635823197,30.2393578534765,0,8577.98806949383,5000,9764.309323903,0.52777635823197,30.2393578534765,0.0257884865388352,1.47757143870519,25.7884865388352,2.62969378318133
0.174531936701111,150.956119526135,87.5990694191316,0.528034489509764,30.2541476862544,0,8572.98806949383,5000,9749.99000353582,0.528034489509764,30.2541476862544,0.0258377962064601,1.48039667454929,25.8377962064601,2.6347219699347
0.184531936701111,159.593458457033,92.6385511023419,0.52829311470111,30.2689658181943,0,8567.98806949383,5000,9735.67133407037,0.52829311470111,30.2689658181943,0.0258872693774483,1.48323127844605,25.8872693774483,2.63976682939111
0.194531936701111,168.229492513548,97.6802685889911,0.528552235444892,30.2838123431973,0,8562.98806949383,5000,9721.35331704211,0.528552235444892,30.2838123431973,0.0259369068223312,1.48607529454365,25.9369068223312,2.6448284401229
0.204531936701111,176.864218613241,102.724225827271,0.52881185338772,30.2986873556072,0,8557.98806949383,5000,9707.03595399227,0.52881185338772,30.2986873556072,0.0259867093163452,1.48892876725988,25.9867093163452,2.64990688118218
0.214531936701111,185.497633662098,107.770426777524,0.529071970183982,30.3135909502135,0,8552.98806949383,5000,9692.71924646784,0.529071970183982,30.3135909502135,0.0260366776394671,1.49179174128411,26.0366776394671,2.65500223210445
0.224531936701111,194.129734554467,112.818875412298,0.529332587495888,30.3285232222538,0,8547.98806949383,5000,9678.40319602166,0.529332587495888,30.3285232222538,0.0260868125764495,1.49466426157935,26.0868125764495,2.66011457291221
0.234531936701111,202.760518173002,117.869575716398,0.529593706993521,30.3434842674167,0,8542.98806949383,5000,9664.08780421239,0.529593706993522,30.3434842674168,0.026137114916857,1.49754637338433,26.137114916857,2.66524398411863
0.244531936701111,211.389981388601,122.92253168694,0.529855330354884,30.3584741818448,0,8537.98806949383,5000,9649.77307260459,0.529855330354884,30.3584741818449,0.0261875854551021,1.50043812221553,26.1875854551021,2.67039054673126
0.254531936701111,220.018121060345,127.977747333406,0.530117459265947,30.3734930621371,0,8532.98806949383,5000,9635.45900276872,0.530117459265947,30.3734930621371,0.0262382249904822,1.50333955386931,26.2382249904822,2.67555434225574
0.264531936701111,228.644934035439,133.035226677698,0.530380095420698,30.3885410053519,0,8527.98806949383,5000,9621.14559628117,0.530380095420698,30.3885410053519,0.0262890343272159,1.50625071442401,26.2890343272159,2.68073545269953
0.274531936701111,237.270417149146,138.094973754194,0.530643240521192,30.4036181090097,0,8522.98806949383,5000,9606.83285472432,0.530643240521193,30.4036181090098,0.0263400142744806,1.50917165024208,26.3400142744806,2.68593396057579
0.284531936701111,245.89456722473,143.1569926098,0.530906896277602,30.4187244710964,0,8517.98806949383,5000,9592.52077968652,0.530906896277603,30.4187244710964,0.0263911656464501,1.51210240797224,26.3911656464501,2.69114994890713
0.294531936701111,254.517381073391,148.22128730401,0.531171064408267,30.4338601900653,0,8512.98806949383,5000,9578.20937276219,0.531171064408267,30.4338601900653,0.0264424892623322,1.51504303455164,26.4424892623322,2.6963835012295
0.304531936701111,263.138855494203,153.287861908956,0.531435746639742,30.449025364841,0,8507.98806949383,5000,9563.89863555179,0.531435746639743,30.449025364841,0.0264939859464072,1.51799357720805,26.4939859464072,2.70163470159608
0.314531936701111,271.758987274049,158.356720509469,0.531700944706853,30.4642200948214,0,8502.98806949383,5000,9549.58856966186,0.531700944706854,30.4642200948215,0.0265456565280662,1.5209540834621,26.5456565280662,2.70690363458125
0.324531936701111,280.377773187563,163.427867203132,0.531966660352744,30.4794444798815,0,8497.98806949383,5000,9535.27917670511,0.531966660352744,30.4794444798816,0.0265975018418502,1.52392460112945,26.5975018418502,2.7121903852845
0.334531936701111,288.995209997057,168.50130610034,0.532232895328929,30.4946986203757,0,8492.98806949383,5000,9520.97045830036,0.53223289532893,30.4946986203758,0.0266495227274894,1.52690517832311,26.6495227274894,2.71749503933447
0.344531936701111,297.611294452465,173.577041324352,0.532499651395349,30.5099826171411,0,8487.98806949383,5000,9506.66241607266,0.532499651395349,30.5099826171411,0.0267017200299425,1.52989586345564,26.7017200299425,2.72281768289299
0.354531936701111,306.226023291275,178.655077011354,0.532766930320418,30.5252965715003,0,8482.98806949383,5000,9492.35505165325,0.532766930320418,30.5252965715004,0.0267540945994372,1.5328967052415,26.7540945994372,2.72815840265913
0.364531936701111,314.839393238461,183.735417310512,0.533034733881079,30.5406405852648,0,8477.98806949383,5000,9478.04836667966,0.533034733881079,30.5406405852648,0.0268066472915101,1.53590775269933,26.8066472915101,2.73351728587337
0.374531936701111,323.451401006423,188.818066384033,0.533303063862859,30.5560147607376,0,8472.98806949383,5000,9463.74236279568,0.533303063862859,30.5560147607376,0.0268593789670476,1.53892905515428,26.8593789670476,2.73889442032168
0.384531936701111,332.062043294914,193.903028407223,0.533571922059918,30.5714192007166,0,8467.98806949383,5000,9449.43704165143,0.533571922059919,30.5714192007167,0.026912290492327,1.54196066224039,26.912290492327,2.74428989433976
0.394531936701111,340.67131679098,198.990307568541,0.533841310275109,30.5868540084976,0,8462.98806949383,5000,9435.1324049034,0.53384131027511,30.5868540084977,0.0269653827390577,1.54500262390293,26.9653827390577,2.74970379681723
0.404531936701111,349.279218168888,204.079908069667,0.534111230320028,30.6023192878774,0,8457.98806949383,5000,9420.82845421444,0.534111230320028,30.6023192878775,0.0270186565844235,1.54805499040082,27.0186565844235,2.75513621720195
0.414531936701111,357.885744090064,209.171834125551,0.534381684015068,30.617815143157,0,8452.98806949383,5000,9406.52519125386,0.534381684015069,30.617815143157,0.0270721129111244,1.55111781230905,27.0721129111244,2.76058724550427
0.424531936701111,366.490891203016,214.266089964483,0.534652673189482,30.6333416791446,0,8447.98806949383,5000,9392.22261769738,0.534652673189482,30.6333416791446,0.0271257526074193,1.55419114052111,27.1257526074193,2.76605697230138
0.434531936701111,375.094656143276,219.362679828143,0.534924199681428,30.6488990011591,0,8442.98806949383,5000,9377.92073522725,0.534924199681428,30.6488990011591,0.0271795765671691,1.55727502625146,27.1795765671691,2.77154548874173
0.444531936701111,383.697035533325,224.461607971669,0.535196265338034,30.6644872150331,0,8437.98806949383,5000,9363.61954553223,0.535196265338035,30.6644872150331,0.0272335856898799,1.56036952103799,27.2335856898799,2.77705288654942
