method_id,method_name,t_end_s,hit,miss_m,terminal_miss_m,t_miss_min_s,peak_abs_a_n_g,terminal_a_n_g,terminal_qdot_deg_s
three_point,三点法,7.2239247723114,0,5.9597037043998,6.95445227506448,7.2139247723114,5.04957508007405,5.04957508007405,-2898.79465187242
